category,name,display_name,taxonomy_path,unit,price_expected,price_additional,price_max_guarantee,material_allowance,labor_minutes,haul_off,rate_year,refer_note,basis,sources,confidence,flags
Carpentry,Carpentry > Install Wainscott - Ground Up,Install Wainscott - Ground Up,Labor > Carpentry > Install Wainscott - Ground Up,each,250,210,290,50,120,no,2026,,"Per EACH (per wall/panel run). Layout, rail/stile/panel assembly, nail & caulk wainscot; direct anchor. Handyman-legal finish.","Anchor 'Wainscott, Install/Replace' $250/120min/$50",high,
Carpentry,Carpentry > Rebuild Deck - Replace Rotten Components,Rebuild Deck - Replace Rotten Components,Labor > Carpentry > Rebuild Deck - Replace Rotten Components,each,250,210,290,50,120,yes,2026,,Per EACH (per repair scope). Swap rotten deck boards/joists/rail sections; direct anchor. Old lumber hauled. Board-level repair = handyman-legal; full structural rebuild confirm on site.,"Anchor 'Deck, Repair/Replace Rotten Parts' $250/120min/$50; Angi deck repair",high,
Carpentry,Carpentry > Repair Bannister,Repair Bannister,Labor > Carpentry > Repair Bannister,each,180,155,235,25,90,no,2026,,"Per EACH. Re-secure loose newel/rail, replace broken balusters, re-glue joints; non-structural = handyman-legal.",HomeAdvisor stair railing repair; cheapstairparts banister replace estimates; anchor trim-repair rates,med,
Carpentry,Carpentry > Repair Hand Rails,Repair Hand Rails,Labor > Carpentry > Repair Hand Rails,linear ft,26.25,,34.0,5,12,no,2026,,"Per LINEAR FT. Re-anchor loose brackets, patch & re-mount handrail sections; ~12min/LF. Handyman-legal.",Homewyse handrail $40-60/LF (install ref); repair is partial,med,
Carpentry,Carpentry > Replace Crown Molding,Replace Crown Molding,Labor > Carpentry > Replace Crown Molding,linear ft,20.0,,23.0,4,11,no,2026,,Per LINEAR FT. Pry off old crown + install new (miter/cope/caulk); install min plus light demo. Handyman-legal.,"Anchor 'Crown Moulding, Install/Replace' $180/90min/$30; Homewyse crown $14.28-21.85/LF",high,
Carpentry,Carpentry > Replace Door Casing - Ground Up - Exterior,Replace Door Casing - Ground Up - Exterior,Labor > Carpentry > Replace Door Casing - Ground Up - Exterior,linear ft,18.0,,20.75,4,11,no,2026,,"Per LINEAR FT. Remove old exterior casing/brickmould + install new, caulk & seal; install min plus demo. Handyman-legal.","Anchor 'Door Casing, Install/Replace' $90/45min/$15; exterior weather-seal",high,
Carpentry,Carpentry > Replace Porch Post,Replace Porch Post,Labor > Carpentry > Replace Porch Post,each,275,235,410,60,120,no,2026,"Load-bearing and structural work (ledger, posts) may need a permit and engineering. We confirm scope before quoting.","Per EACH. Temp-shore load, remove & set new porch post/column w/ base & cap. Cosmetic wrap/non-load post = handyman; load-bearing structural support = licensed - confirm on site.",Anchor context Fascia/Deck repair rates; porch post swap w/ temp shoring; HomeAdvisor structural post work,med,VERIFY
Carpentry,Carpentry > Replace Rotten Fascia,Replace Rotten Fascia,Labor > Carpentry > Replace Rotten Fascia,each,180,155,205,30,90,no,2026,,"Per EACH (per section). Tear off rotten fascia + install new board, prime & paint-ready; direct anchor. Handyman-legal.","Anchor 'Fascia, Repair/Replace' $180/90min/$30",high,
Carpentry,Carpentry > Replace Siding,Replace Siding,Labor > Carpentry > Replace Siding,each,35,25,45,4,10,yes,2026,,Per EACH (per SF basis). Tear off old siding + hang new lap/panel; install min plus demo. Old siding hauled. Non-structural cladding = handyman-legal.,"Homewyse vinyl siding $7.32-12.51/SF, labor $2.50-5/SF; removal adds $1-3/SF",med,
Carpentry,Carpentry > Stairs - Interior - Rebuild Treads & Risers,Stairs - Interior - Rebuild Treads & Risers,Labor > Carpentry > Stairs - Interior - Rebuild Treads & Risers,each,155,110,200,45,60,yes,2026,,"Per EACH (per step). Pull old tread+riser, cut & fasten new, glue/screw & finish; old material hauled. Finish carpentry on existing stringers = handyman-legal (not new stair structure).",HomeAdvisor treads/risers $100-200/step; countbricks/cheapstairparts $150-300/step full replace w/ demo; hardwood tread $35-50 ea,med,
